id,name,city,province,lat,lng,has_er,data_source,wait_metric,stat_type
qc_hpitaldusacrcurdemon,HÔPITAL DU SACRÉ-CUR DE MONTRÉAL,Montréal,QC,45.532578,-73.714036,t,qc_quebec,time_to_physician,current_estimate
qc_hpitaldusaintsacreme,HÔPITAL DU SAINT-SACREMENT,Québec,QC,46.799357,-71.246411,t,qc_quebec,time_to_physician,current_estimate
qc_hpitaldusurot,HÔPITAL DU SUROÎT,Salaberry-De-Valleyfield,QC,45.250926,-74.130708,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalensantmentalea,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,Montréal,QC,45.529026,-73.729041,t,qc_quebec,time_to_physician,current_estimate
qc_hpitaletchslddepapin,HÔPITAL ET CHSLD DE PAPINEAU,Gatineau,QC,45.588572,-75.411481,t,qc_quebec,time_to_physician,current_estimate
qc_hpitaletchsldduponti,HÔPITAL ET CHSLD DU PONTIAC,Shawville,QC,45.605968,-76.484009,t,qc_quebec,time_to_physician,current_estimate
qc_hpitaletchsldmmorial,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,La Pêche,QC,45.648575,-75.932482,t,qc_quebec,time_to_physician,current_estimate
qc_hpitaletclscdeseptle,HÔPITAL ET CLSC DE SEPT-ÎLES,Sept-Îles,QC,50.209826,-66.383983,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalfleury,HÔPITAL FLEURY,Montréal,QC,45.57181,-73.650367,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalgnraldemontral,HÔPITAL GÉNÉRAL DE MONTRÉAL,Montréal,QC,45.497046,-73.589036,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalgnraldulakesho,HÔPITAL GÉNÉRAL DU LAKESHORE,Pointe-Claire,QC,45.44855,-73.833668,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalgnraljuif,HÔPITAL GÉNÉRAL JUIF,Montréal,QC,45.495761,-73.630634,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalhonormercier,HÔPITAL HONORÉ-MERCIER,Saint-Hyacinthe,QC,45.634833,-72.959476,t,qc_quebec,time_to_physician,current_estimate
qc_hpitaljeantalon,HÔPITAL JEAN-TALON,Montréal,QC,45.545943,-73.609538,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalmaisonneuveros,HÔPITAL MAISONNEUVE-ROSEMONT,Montréal,QC,45.574065,-73.559548,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalnotredame,HÔPITAL NOTRE-DAME,Montréal,QC,45.525358,-73.56356,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalpierreboucher,HÔPITAL PIERRE-BOUCHER,Longueuil,QC,45.5383,-73.458792,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalpierrelegardeu,HÔPITAL PIERRE-LE GARDEUR,Terrebonne,QC,45.723978,-73.510536,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalrgionaldeportn,HÔPITAL RÉGIONAL DE PORTNEUF CLSC DE SAINT-RAYMOND,Saint-Raymond,QC,46.894933,-71.822153,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalroyalvictoria,HÔPITAL ROYAL VICTORIA,Montréal,QC,45.5082,-73.581456,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalsaintecroix,HÔPITAL SAINTE-CROIX,Drummondville,QC,45.880009,-72.477304,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalsaintfranoisda,HÔPITAL SAINT-FRANÇOIS DASSISE,Québec,QC,46.827533,-71.236389,t,qc_quebec,time_to_physician,current_estimate
qc_hpitalsantacabrini,HÔPITAL SANTA CABRINI,Montréal,QC,45.580138,-73.571719,t,qc_quebec,time_to_physician,current_estimate
qc_hteldieudarthabaska,HÔTEL-DIEU D'ARTHABASKA,Victoriaville,QC,46.040622,-71.914983,t,qc_quebec,time_to_physician,current_estimate
qc_hteldieudelvis,HÔTEL-DIEU DE LÉVIS,Lévis,QC,46.814863,-71.177405,t,qc_quebec,time_to_physician,current_estimate
qc_hteldieudemontmagny,HÔTEL-DIEU DE MONTMAGNY,Montmagny,QC,46.976367,-70.597072,t,qc_quebec,time_to_physician,current_estimate
qc_hteldieudesorel,HÔTEL-DIEU DE SOREL,Sorel-Tracy,QC,46.045811,-73.095633,t,qc_quebec,time_to_physician,current_estimate
qc_institutdecardiologi,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Montréal,QC,45.573763,-73.577817,t,qc_quebec,time_to_physician,current_estimate
qc_institutuniversitair,INSTITUT UNIVERSITAIRE DE GÉRIATRIE DE MONTRÉAL,Montréal,QC,45.491031,-73.623817,t,qc_quebec,time_to_physician,current_estimate
qc_lhpitaldemontralpour,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,Montréal,QC,45.488959,-73.582312,t,qc_quebec,time_to_physician,current_estimate
qc_pavillonlhteldieudeq,PAVILLON L'HÔTEL-DIEU DE QUÉBEC,Québec,QC,46.81539,-71.210994,t,qc_quebec,time_to_physician,current_estimate
